"Qubit","T1 (us)","T2 (us)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","RX error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","CZ error ","RZZ error ","Gate time (ns)","Operational"
"85","368.84190751793005","494.80701349713047","0.00439453125","0.0078125","0.0009765625","2600","0.00023263696784182536","0.00023263696784182536","0","0.00023263696784182536","0.00023263696784182536","85_77:0.005654856304641298;85_86:0.01516399337917515;85_84:0.006511972031859742","85_77:0.003838365975720265;85_86:0.007791897976782147;85_84:0.010243742469734002","85_77:68;85_86:68;85_84:68","true"
"86","179.03858885496905","212.86944831841478","0.00390625","0.00537109375","0.00244140625","2600","0.0005694978314443956","0.0005694978314443956","0","0.0005694978314443956","0.0005694978314443956","86_85:0.01516399337917515;86_87:0.025564538543344645","86_85:0.007791897976782147;86_87:1","86_85:68;86_87:168","true"
"87","177.56884886670287","272.6731472265412","0.00537109375","0.00830078125","0.00244140625","2600","0.0002356045817000275","0.0002356045817000275","0","0.0002356045817000275","0.0002356045817000275","87_86:0.025564538543344645;87_88:0.00960848215679655;87_97:0.010064356183743017","87_86:1;87_88:1;87_97:0.00421784347206039","87_86:168;87_88:108;87_97:84","true"
"88","197.3889006973454","255.79925114568115","0.006103515625","0.0068359375","0.00537109375","2600","0.0003146726477105623","0.0003146726477105623","0","0.0003146726477105623","0.0003146726477105623","88_87:0.00960848215679655;88_89:0.0006391041169042377","88_87:1;88_89:0.0018855212784224251","88_87:108;88_89:68","true"
"89","342.3122726342368","284.973117828084","0.00244140625","0.0048828125","0","2600","0.00014318038037369326","0.00014318038037369326","0","0.00014318038037369326","0.00014318038037369326","89_90:0.001686809247076454;89_88:0.0006391041169042377;89_78:0.0018441589940726977","89_90:0.0020987589376470217;89_88:0.0018855212784224251;89_78:0.002052981232688489","89_90:68;89_88:68;89_78:68","true"
"90","188.44724442994462","108.73220636865211","0.00341796875","0.00537109375","0.00146484375","2600","0.0001213215501457592","0.0001213215501457592","0","0.0001213215501457592","0.0001213215501457592","90_89:0.001686809247076454;90_91:0.002262797210038414","90_89:0.0020987589376470217;90_91:0.00517790864841422","90_89:68;90_91:68","true"
"91","201.1878380610663","259.2522590916123","0.007568359375","0.00732421875","0.0078125","2600","0.0002689147511884633","0.0002689147511884633","0","0.0002689147511884633","0.0002689147511884633","91_98:0.002022409067265002;91_90:0.002262797210038414;91_92:0.012630827821219132","91_98:0.003114116345904916;91_90:0.00517790864841422;91_92:0.012608502946403255","91_98:68;91_90:68;91_92:68","true"
"92","204.81004179980985","169.87723278757935","0.0263671875","0.0244140625","0.0283203125","2600","0.0000853797573456102","0.0000853797573456102","0","0.0000853797573456102","0.0000853797573456102","92_91:0.012630827821219132;92_93:0.000963084684558746","92_91:0.012608502946403255;92_93:0.0018069488890901375","92_91:68;92_93:68","true"
"93","191.4001468910894","238.44247159707933","0.005615234375","0.01123046875","0","2600","0.0001270024997745184","0.0001270024997745184","0","0.0001270024997745184","0.0001270024997745184","93_94:0.0014941281053761357;93_79:0.0014550003183319005;93_92:0.000963084684558746","93_94:0.0018026146281197308;93_79:0.0027419787122400507;93_92:0.0018069488890901375","93_94:68;93_79:68;93_92:68","true"
"94","255.6335898720393","281.03546032020716","0.0126953125","0.01318359375","0.01220703125","2600","0.0003098197519454788","0.0003098197519454788","0","0.0003098197519454788","0.0003098197519454788","94_93:0.0014941281053761357;94_95:0.0016665147354116006","94_93:0.0018026146281197308;94_95:0.002666961489023262","94_93:68;94_95:68","true"
"95","270.3791211025327","405.35693903349227","0.0029296875","0.00439453125","0.00146484375","2600","0.000188746474598991","0.000188746474598991","0","0.000188746474598991","0.000188746474598991","95_99:0.0005840151801617399;95_94:0.0016665147354116006","95_99:0.0018842357253593123;95_94:0.002666961489023262","95_99:68;95_94:68","true"
"96","181.20587278095303","31.04920082127851","0.008056640625","0.01123046875","0.0048828125","2600","0.00016657138428595103","0.00016657138428595103","0","0.00016657138428595103","0.00016657138428595103","96_83:0.003735875632790181;96_103:0.0024577205197796326","96_83:0.0030112908306733632;96_103:0.0035331211000724227","96_83:68;96_103:68","true"
"97","127.63922891657656","215.4156741767296","0.006103515625","0.01123046875","0.0009765625","2600","0.00023196728773179629","0.00023196728773179629","0","0.00023196728773179629","0.00023196728773179629","97_87:0.010064356183743017;97_107:0.0026634906345887333","97_87:0.00421784347206039;97_107:0.0020829181456298307","97_87:84;97_107:68","true"
"98","356.70436323563587","539.5745133409464","0.0029296875","0.00537109375","0.00048828125","2600","0.00012205398968461397","0.00012205398968461397","0","0.00012205398968461397","0.00012205398968461397","98_91:0.002022409067265002;98_111:0.0015466472589801827","98_91:0.003114116345904916;98_111:0.0028828007242034936","98_91:68;98_111:68","true"
"99","318.201167068153","301.9168547975011","0.0029296875","0.00244140625","0.00341796875","2600","0.00011918824186314104","0.00011918824186314104","0","0.00011918824186314104","0.00011918824186314104","99_115:0.0016144139257400492;99_95:0.0005840151801617399","99_115:0.0017099326579340102;99_95:0.0018842357253593123","99_115:68;99_95:68","true"
"100","219.2979584175262","45.326420661704525","0.00390625","0.0068359375","0.0009765625","2600","0.0001383370417488147","0.0001383370417488147","0","0.0001383370417488147","0.0001383370417488147","100_101:0.0009253598347504777","100_101:0.0026940281517747744","100_101:68","true"
"101","190.1296687637919","202.62411942129486","0.003173828125","0.00537109375","0.0009765625","2600","0.00016772722819727407","0.00016772722819727407","0","0.00016772722819727407","0.00016772722819727407","101_100:0.0009253598347504777;101_116:0.0014232903283107057;101_102:0.0012729343995639963","101_100:0.0026940281517747744;101_116:0.0019559481351366648;101_102:0.0017420575648278425","101_100:68;101_116:68;101_102:68","true"
"102","143.36601730389015","207.91070628890935","0.006591796875","0.01171875","0.00146484375","2600","0.00015459670584968942","0.00015459670584968942","0","0.00015459670584968942","0.00015459670584968942","102_101:0.0012729343995639963;102_103:0.0014656068167520353","102_101:0.0017420575648278425;102_103:0.0037457252739942493","102_101:68;102_103:68","true"
"103","219.4682243892074","325.85590337685016","0.003662109375","0.005859375","0.00146484375","2600","0.000132515541439509","0.000132515541439509","0","0.000132515541439509","0.000132515541439509","103_104:0.0038949920214289002;103_96:0.0024577205197796326;103_102:0.0014656068167520353","103_104:0.001937495163212316;103_96:0.0035331211000724227;103_102:0.0037457252739942493","103_104:68;103_96:68;103_102:68","true"
"104","268.0176320556729","399.9358085186706","0.00390625","0.00439453125","0.00341796875","2600","0.00013383363401291804","0.00013383363401291804","0","0.00013383363401291804","0.00013383363401291804","104_103:0.0038949920214289002;104_105:0.0015848005575375967","104_103:0.001937495163212316;104_105:0.0026322998456062563","104_103:68;104_105:68","true"
"105","128.7691945192536","133.23671119288394","0.0029296875","0.00537109375","0.00048828125","2600","0.00021796065969225854","0.00021796065969225854","0","0.00021796065969225854","0.00021796065969225854","105_104:0.0015848005575375967;105_106:0.0017738705086542683;105_117:0.0017713175868530606","105_104:0.0026322998456062563;105_106:0.004609651547279048;105_117:0.002674926080832196","105_104:68;105_106:68;105_117:68","true"
"106","260.09563801044976","236.27721139676112","0.0078125","0.01513671875","0.00048828125","2600","0.00031587479066129865","0.00031587479066129865","0","0.00031587479066129865","0.00031587479066129865","106_107:0.003690599438819525;106_105:0.0017738705086542683","106_107:0.002919134333650125;106_105:0.004609651547279048","106_107:68;106_105:68","true"
"107","204.6051244698547","183.03053748583147","0.00634765625","0.01171875","0.0009765625","2600","0.00017788650196591503","0.00017788650196591503","0","0.00017788650196591503","0.00017788650196591503","107_106:0.003690599438819525;107_108:0.0027489926684612642;107_97:0.0026634906345887333","107_106:0.002919134333650125;107_108:0.0032756510073618794;107_97:0.0020829181456298307","107_106:68;107_108:68;107_97:68","true"
"108","221.214387232596","24.903065240977785","0.012451171875","0.01416015625","0.0107421875","2600","0.00032777378602724173","0.00032777378602724173","0","0.00032777378602724173","0.00032777378602724173","108_107:0.0027489926684612642;108_109:0.001644869869888349","108_107:0.0032756510073618794;108_109:0.003060069394723669","108_107:68;108_109:68","true"
"109","382.12306455559536","72.74874062006161","0.001953125","0.0029296875","0.0009765625","2600","0.00014880157326640822","0.00014880157326640822","0","0.00014880157326640822","0.00014880157326640822","109_108:0.001644869869888349;109_110:0.003740736634762043;109_118:0.0015474519209149329","109_108:0.003060069394723669;109_110:0.004615921565072706;109_118:0.0024188824449407897","109_108:68;109_110:68;109_118:68","true"
"110","191.14925520924106","180.64567720240905","0.007080078125","0.01318359375","0.0009765625","2600","0.001433714664070786","0.001433714664070786","0","0.001433714664070786","0.001433714664070786","110_109:0.003740736634762043;110_111:0.004694366722014731","110_109:0.004615921565072706;110_111:0.006965547188651444","110_109:68;110_111:68","true"
"111","207.71012231923214","81.45597830747681","0.002197265625","0.00390625","0.00048828125","2600","0.00024544211859981135","0.00024544211859981135","0","0.00024544211859981135","0.00024544211859981135","111_112:0.0015612469457640388;111_110:0.004694366722014731;111_98:0.0015466472589801827","111_112:0.003257409042948217;111_110:0.006965547188651444;111_98:0.0028828007242034936","111_112:68;111_110:68;111_98:68","true"
"112","155.96658509071582","243.40219418497264","0.006591796875","0.01025390625","0.0029296875","2600","0.0001573130792470901","0.0001573130792470901","0","0.0001573130792470901","0.0001573130792470901","112_111:0.0015612469457640388;112_113:0.0014169626766002696","112_111:0.003257409042948217;112_113:0.0028503989660802753","112_111:68;112_113:68","true"
"113","279.4690302225708","319.7777053406757","0.003662109375","0.0068359375","0.00048828125","2600","0.00017988292938532767","0.00017988292938532767","0","0.00017988292938532767","0.00017988292938532767","113_119:0.004443459541335598;113_112:0.0014169626766002696;113_114:0.025879494953033766","113_119:0.006600405305542456;113_112:0.0028503989660802753;113_114:0.01938185462193026","113_119:68;113_112:68;113_114:68","true"
"114","98.19560320425249","18.38185242365947","0.02685546875","0.04931640625","0.00439453125","2600","0.0035988168058058274","0.0035988168058058274","0","0.0035988168058058274","0.0035988168058058274","114_115:0.022955626570420384;114_113:0.025879494953033766","114_115:0.016961367681117084;114_113:0.01938185462193026","114_115:68;114_113:68","true"
"115","192.21160948539935","254.50860876453999","0.005126953125","0.00830078125","0.001953125","2600","0.0002945625455754679","0.0002945625455754679","0","0.0002945625455754679","0.0002945625455754679","115_99:0.0016144139257400492;115_114:0.022955626570420384","115_99:0.0017099326579340102;115_114:0.016961367681117084","115_99:68;115_114:68","true"
"116","99.76496077610712","42.349206560707046","0.006591796875","0.009765625","0.00341796875","2600","0.00023188892110036154","0.00023188892110036154","0","0.00023188892110036154","0.00023188892110036154","116_101:0.0014232903283107057;116_121:0.0014802456299788935","116_101:0.0019559481351366648;116_121:0.0035198533916496744","116_101:68;116_121:68","true"
"117","144.27115044573344","215.1791836548534","0.00439453125","0.00830078125","0.00048828125","2600","0.0001908632805838189","0.0001908632805838189","0","0.0001908632805838189","0.0001908632805838189","117_105:0.0017713175868530606;117_125:0.0015838364639571278","117_105:0.002674926080832196;117_125:0.0021025016729074864","117_105:68;117_125:68","true"
"118","300.3575702865342","168.6905577281119","0.00732421875","0.0087890625","0.005859375","2600","0.0002874429240863082","0.0002874429240863082","0","0.0002874429240863082","0.0002874429240863082","118_109:0.0015474519209149329;118_129:0.0018240386056731506","118_109:0.0024188824449407897;118_129:0.0022454854894896903","118_109:68;118_129:68","true"
"119","222.5440247926172","16.041960131003467","0.01904296875","0.02880859375","0.00927734375","2600","0.001056218876940887","0.001056218876940887","0","0.001056218876940887","0.001056218876940887","119_113:0.004443459541335598;119_133:0.007468234547259978","119_113:0.006600405305542456;119_133:0.008087203520390052","119_113:68;119_133:68","true"
"120","195.0964299085069","106.52397522001515","0.0146484375","0.0263671875","0.0029296875","2600","0.00011576197037243364","0.00011576197037243364","0","0.00011576197037243364","0.00011576197037243364","120_121:0.0012808667904199988","120_121:0.0019071993710989832","120_121:68","true"
"121","173.83889438420113","86.28790553991466","0.008544921875","0.01611328125","0.0009765625","2600","0.00031692296847590806","0.00031692296847590806","0","0.00031692296847590806","0.00031692296847590806","121_120:0.0012808667904199988;121_122:0.0018870932359437709;121_116:0.0014802456299788935","121_120:0.0019071993710989832;121_122:1;121_116:0.0035198533916496744","121_120:68;121_122:68;121_116:68","true"
"122","139.31793664599618","148.66334412047078","0.03369140625","0.06640625","0.0009765625","2600","0.0002077805316486935","0.0002077805316486935","0","0.0002077805316486935","0.0002077805316486935","122_121:0.0018870932359437709;122_123:0.024249577531418293","122_121:1;122_123:0.005586183635262948","122_121:68;122_123:68","true"
"123","246.01884063590992","90.00538246922423","0.01123046875","0.0185546875","0.00390625","2600","0.00029119322847656306","0.00029119322847656306","0","0.00029119322847656306","0.00029119322847656306","123_136:0.0021544678615036117;123_124:0.0018034139851796083;123_122:0.024249577531418293","123_136:0.002996256210020698;123_124:0.0025345614690100715;123_122:0.005586183635262948","123_136:68;123_124:68;123_122:68","true"
"124","207.60779769248532","215.93496555368023","0.04345703125","0.025390625","0.0615234375","2600","0.00024757667531678313","0.00024757667531678313","0","0.00024757667531678313","0.00024757667531678313","124_123:0.0018034139851796083;124_125:0.001427541269760052","124_123:0.0025345614690100715;124_125:0.0018765887947508608","124_123:68;124_125:68","true"
"125","133.83372497853262","144.91282386628143","0.13916015625","0.00146484375","0.27685546875","2600","0.00016370434432104648","0.00016370434432104648","0","0.00016370434432104648","0.00016370434432104648","125_117:0.0015838364639571278;125_124:0.001427541269760052;125_126:1","125_117:0.0021025016729074864;125_124:0.0018765887947508608;125_126:0.04026562013133361","125_117:68;125_124:68;125_126:68","true"
"126","264.8353066245943","299.82051919635757","0.5","0","1","2600","0.00029879584571824443","0.00029879584571824443","0","0.00029879584571824443","0.00029879584571824443","126_127:0.0015130604109937773;126_125:1","126_127:0.005412751324772924;126_125:0.04026562013133361","126_127:68;126_125:68","true"
"127","174.423687861492","66.03092476789743","0.00830078125","0.00927734375","0.00732421875","2600","0.00022301707857471162","0.00022301707857471162","0","0.00022301707857471162","0.00022301707857471162","127_126:0.0015130604109937773;127_128:0.0016495735773755238;127_137:0.20112566149334463","127_126:0.005412751324772924;127_128:0.0018456546252283157;127_137:0.008442549986872189","127_126:68;127_128:68;127_137:128","true"
"128","245.67863969698803","323.5095836033364","0.056884765625","0.029296875","0.08447265625","2600","0.00018181189768726262","0.00018181189768726262","0","0.00018181189768726262","0.00018181189768726262","128_127:0.0016495735773755238;128_129:0.0015998038589851438","128_127:0.0018456546252283157;128_129:0.002217287892548686","128_127:68;128_129:68","true"
"129","247.8977238985408","360.08974572013386","0.005615234375","0.01123046875","0","2600","0.00018371589510600625","0.00018371589510600625","0","0.00018371589510600625","0.00018371589510600625","129_130:0.0010665887896702253;129_128:0.0015998038589851438;129_118:0.0018240386056731506","129_130:0.002165246412390298;129_128:0.002217287892548686;129_118:0.0022454854894896903","129_130:68;129_128:68;129_118:68","true"
"130","266.76732685322844","309.32698116572584","0.174072265625","0.0517578125","0.29638671875","2600","0.00011741565619967576","0.00011741565619967576","0","0.00011741565619967576","0.00011741565619967576","130_129:0.0010665887896702253;130_131:0.0007428349694758585","130_129:0.002165246412390298;130_131:0.002075962503364337","130_129:68;130_131:68","true"
"131","422.3963044785418","562.2673227064222","0.005859375","0.00830078125","0.00341796875","2600","0.00024578165672320087","0.00024578165672320087","0","0.00024578165672320087","0.00024578165672320087","131_138:0.0021019844987808234;131_130:0.0007428349694758585;131_132:0.002042835658943032","131_138:0.0025771835266678034;131_130:0.002075962503364337;131_132:0.0015186058594015561","131_138:68;131_130:68;131_132:68","true"
"132","257.8116217203474","175.66868333877818","0.06884765625","0.1376953125","0","2600","0.00014370369297833475","0.00014370369297833475","0","0.00014370369297833475","0.00014370369297833475","132_133:0.0018596055977241899;132_131:0.002042835658943032","132_133:0.001619917298283341;132_131:0.0015186058594015561","132_133:68;132_131:68","true"
"133","259.1727424435308","302.8139835134072","0.0029296875","0.00390625","0.001953125","2600","0.00023941670525361186","0.00023941670525361186","0","0.00023941670525361186","0.00023941670525361186","133_132:0.0018596055977241899;133_134:0.0031835078831258246;133_119:0.007468234547259978","133_132:0.001619917298283341;133_134:0.009636599928904144;133_119:0.008087203520390052","133_132:68;133_134:68;133_119:68","true"
"134","275.7687629792222","56.57588054693172","0.00634765625","0.0087890625","0.00390625","2600","0.0001351871822291515","0.0001351871822291515","0","0.0001351871822291515","0.0001351871822291515","134_133:0.0031835078831258246;134_135:1","134_133:0.009636599928904144;134_135:1","134_133:68;134_135:84","true"
"135","","","0.50341796875","0.42041015625","0.58642578125","2600","1","1","0","1","1","135_134:1;135_139:1","135_134:1;135_139:1","135_134:84;135_139:84","true"
"136","231.8201621821039","334.4406610303664","0.00390625","0.00634765625","0.00146484375","2600","0.00019047332116291235","0.00019047332116291235","0","0.00019047332116291235","0.00019047332116291235","136_123:0.0021544678615036117;136_143:0.0011974993020650582","136_123:0.002996256210020698;136_143:0.0023352593497858176","136_123:68;136_143:68","true"
"137","103.00674876592889","179.86998759599817","0.00927734375","0.01611328125","0.00244140625","2600","0.00012508543435144895","0.00012508543435144895","0","0.00012508543435144895","0.00012508543435144895","137_147:0.0016516965452387788;137_127:0.20112566149334463","137_147:0.0028185899750327315;137_127:0.008442549986872189","137_147:68;137_127:128","true"
"138","127.61087423535734","18.29003608570005","0.00390625","0.0078125","0","2600","0.00040094695498623176","0.00040094695498623176","0","0.00040094695498623176","0.00040094695498623176","138_151:0.0030105112897476083;138_131:0.0021019844987808234","138_151:0.003661092562335655;138_131:0.0025771835266678034","138_151:68;138_131:68","true"
"139","293.90691491097215","387.7972126611317","0.019287109375","0.01806640625","0.0205078125","2600","0.0001946156870839751","0.0001946156870839751","0","0.0001946156870839751","0.0001946156870839751","139_155:0.0009171851224487326;139_135:1","139_155:0.0012498630759909535;139_135:1","139_155:68;139_135:84","true"
"140","189.31748141442807","140.0611671454974","0.011474609375","0.0205078125","0.00244140625","2600","0.000372000030566654","0.000372000030566654","0","0.000372000030566654","0.000372000030566654","140_141:0.0018605187386110111","140_141:0.0033280194029545462","140_141:68","true"
"141","234.06815117320699","363.50741746156257","0.033447265625","0.02783203125","0.0390625","2600","0.00019978244475684083","0.00019978244475684083","0","0.00019978244475684083","0.00019978244475684083","141_140:0.0018605187386110111;141_142:0.0016915472629640826","141_140:0.0033280194029545462;141_142:0.0019971889032478485","141_140:68;141_142:68","true"
"142","193.3055533677108","193.5878924352576","0.01123046875","0.01318359375","0.00927734375","2600","0.0001448169549756657","0.0001448169549756657","0","0.0001448169549756657","0.0001448169549756657","142_143:0.0014115691889314552;142_141:0.0016915472629640826","142_143:0.002761674932129865;142_141:0.0019971889032478485","142_143:68;142_141:68","true"
"143","223.24108334746546","69.43335765180053","0.00732421875","0.01025390625","0.00439453125","2600","0.00018455326906735242","0.00018455326906735242","0","0.00018455326906735242","0.00018455326906735242","143_142:0.0014115691889314552;143_144:0.000963700682679508;143_136:0.0011974993020650582","143_142:0.002761674932129865;143_144:0.0024197494220519755;143_136:0.0023352593497858176","143_142:68;143_144:68;143_136:68","true"
"144","199.03291029345735","245.39979519295497","0.068115234375","0.13525390625","0.0009765625","2600","0.0004831741198647698","0.0004831741198647698","0","0.0004831741198647698","0.0004831741198647698","144_145:0.0007074122255656679;144_143:0.000963700682679508","144_145:0.0017567606707196703;144_143:0.0024197494220519755","144_145:68;144_143:68","true"
"145","298.51195268477795","188.62436065803118","0.019775390625","0.03076171875","0.0087890625","2600","0.0001277911764318636","0.0001277911764318636","0","0.0001277911764318636","0.0001277911764318636","145_144:0.0007074122255656679;145_146:0.0020880377284328844","145_144:0.0017567606707196703;145_146:0.0029482860413649614","145_144:68;145_146:68","true"
"146","183.12264988314155","205.36216793890054","0.017578125","0.0126953125","0.0224609375","2600","0.00023492958407308453","0.00023492958407308453","0","0.00023492958407308453","0.00023492958407308453","146_145:0.0020880377284328844;146_147:0.0015582283639890004","146_145:0.0029482860413649614;146_147:0.00584435236097533","146_145:68;146_147:68","true"
"147","271.74384546037254","194.3325670498","0.007568359375","0.01416015625","0.0009765625","2600","0.00018494167287132958","0.00018494167287132958","0","0.00018494167287132958","0.00018494167287132958","147_148:0.0017717745535372198;147_137:0.0016516965452387788;147_146:0.0015582283639890004","147_148:0.0018716524107249832;147_137:0.0028185899750327315;147_146:0.00584435236097533","147_148:68;147_137:68;147_146:68","true"
"148","213.16025764524412","199.55630462012786","0.086669921875","0.06494140625","0.1083984375","2600","0.00016040587449647124","0.00016040587449647124","0","0.00016040587449647124","0.00016040587449647124","148_147:0.0017717745535372198;148_149:0.0010674569283800617","148_147:0.0018716524107249832;148_149:0.0023778853668212085","148_147:68;148_149:68","true"
"149","208.5364339155448","210.72556526078864","0.00390625","0.00439453125","0.00341796875","2600","0.00011712199338262131","0.00011712199338262131","0","0.00011712199338262131","0.00011712199338262131","149_150:0.002642278856967273;149_148:0.0010674569283800617","149_150:0.005482489775255062;149_148:0.0023778853668212085","149_150:68;149_148:68","true"
"150","205.72907020999068","234.81820628783007","0.033203125","0.03076171875","0.03564453125","2600","0.0002580289230422187","0.0002580289230422187","0","0.0002580289230422187","0.0002580289230422187","150_149:0.002642278856967273;150_151:0.0021320093249219962","150_149:0.005482489775255062;150_151:0.004274769945483314","150_149:68;150_151:68","true"
"151","190.45452015202386","238.10477138196205","0.003662109375","0.00634765625","0.0009765625","2600","0.0001573359690565038","0.0001573359690565038","0","0.0001573359690565038","0.0001573359690565038","151_138:0.0030105112897476083;151_152:0.0021960766212800187;151_150:0.0021320093249219962","151_138:0.003661092562335655;151_152:0.0018486860702355279;151_150:0.004274769945483314","151_138:68;151_152:68;151_150:68","true"
"152","250.33172671744308","64.6659804194084","0.019775390625","0.01904296875","0.0205078125","2600","0.00023891891604374327","0.00023891891604374327","0","0.00023891891604374327","0.00023891891604374327","152_151:0.0021960766212800187;152_153:0.001383358826930886","152_151:0.0018486860702355279;152_153:0.0016414330714546732","152_151:68;152_153:68","true"
"153","133.23005831722972","127.01547070380433","0.002197265625","0.00390625","0.00048828125","2600","0.00015814550230346412","0.00015814550230346412","0","0.00015814550230346412","0.00015814550230346412","153_152:0.001383358826930886;153_154:0.002143040069531227","153_152:0.0016414330714546732;153_154:0.002236613913143004","153_152:68;153_154:68","true"
"154","235.33656284867246","282.78039563543","0.005859375","0.01123046875","0.00048828125","2600","0.0002308745488129267","0.0002308745488129267","0","0.0002308745488129267","0.0002308745488129267","154_153:0.002143040069531227;154_155:0.002079797356879437","154_153:0.002236613913143004;154_155:0.004164616775405028","154_153:68;154_155:68","true"
"155","226.16099306664645","276.3794667068845","0.055419921875","0.08447265625","0.0263671875","2600","0.00008547457658505065","0.00008547457658505065","0","0.00008547457658505065","0.00008547457658505065","155_139:0.0009171851224487326;155_154:0.002079797356879437","155_139:0.0012498630759909535;155_154:0.004164616775405028","155_139:68;155_154:68","true"
