dataset_name,nodes,density_category,run_path,num_samples,bin_idx,bin_left,bin_right,bin_count,bipartite_count,bipartite_percent,mean_density_in_bin
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,39,0.222857,0.228571,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,40,0.228571,0.234286,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,41,0.234286,0.240000,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,42,0.240000,0.245714,55,6,10.909091,0.244444
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,43,0.245714,0.251429,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,44,0.251429,0.257143,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,45,0.257143,0.262857,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,46,0.262857,0.268571,67,1,1.492537,0.266667
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,47,0.268571,0.274286,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,48,0.274286,0.280000,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,49,0.280000,0.285714,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,50,0.285714,0.291429,66,5,7.575758,0.288889
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,51,0.291429,0.297143,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,52,0.297143,0.302857,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,53,0.302857,0.308571,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,54,0.308571,0.314286,55,1,1.818182,0.311111
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,55,0.314286,0.320000,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,56,0.320000,0.325714,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,57,0.325714,0.331429,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,58,0.331429,0.337143,68,1,1.470588,0.333333
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,59,0.337143,0.342857,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,60,0.342857,0.348571,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,61,0.348571,0.354286,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,62,0.354286,0.360000,29,0,0.000000,0.355556
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,63,0.360000,0.365714,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,64,0.365714,0.371429,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,65,0.371429,0.377143,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,66,0.377143,0.382857,21,0,0.000000,0.377778
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,67,0.382857,0.388571,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,68,0.388571,0.394286,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,69,0.394286,0.400000,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,70,0.400000,0.405714,19,0,0.000000,0.400000
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,71,0.405714,0.411429,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,72,0.411429,0.417143,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,73,0.417143,0.422857,11,0,0.000000,0.422222
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,74,0.422857,0.428571,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,75,0.428571,0.434286,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,76,0.434286,0.440000,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,77,0.440000,0.445714,6,0,0.000000,0.444444
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,78,0.445714,0.451429,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,79,0.451429,0.457143,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,80,0.457143,0.462857,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,81,0.462857,0.468571,1,0,0.000000,0.466667
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,82,0.468571,0.474286,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,83,0.474286,0.480000,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,84,0.480000,0.485714,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,85,0.485714,0.491429,1,0,0.000000,0.488889
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,86,0.491429,0.497143,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,87,0.497143,0.502857,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,88,0.502857,0.508571,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,89,0.508571,0.514286,1,0,0.000000,0.511111
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,90,0.514286,0.520000,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,91,0.520000,0.525714,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,92,0.525714,0.531429,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,93,0.531429,0.537143,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,94,0.537143,0.542857,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,95,0.542857,0.548571,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,96,0.548571,0.554286,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,97,0.554286,0.560000,1,0,0.000000,0.555556
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,98,0.560000,0.565714,0,0,NA,NA
10N_Bipartite_Dense,10,Dense,results/evaluation_results/10N_Bipartite/run_20250716_095712/Dense/samples_20250717.npy,512,99,0.565714,0.571429,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,0,0.000000,0.005714,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,1,0.005714,0.011429,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,2,0.011429,0.017143,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,3,0.017143,0.022857,1,1,100.000000,0.022222
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,4,0.022857,0.028571,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,5,0.028571,0.034286,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,6,0.034286,0.040000,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,7,0.040000,0.045714,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,8,0.045714,0.051429,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,9,0.051429,0.057143,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,10,0.057143,0.062857,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,11,0.062857,0.068571,1,1,100.000000,0.066667
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,12,0.068571,0.074286,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,13,0.074286,0.080000,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,14,0.080000,0.085714,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,15,0.085714,0.091429,9,9,100.000000,0.088889
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,16,0.091429,0.097143,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,17,0.097143,0.102857,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,18,0.102857,0.108571,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,19,0.108571,0.114286,5,5,100.000000,0.111111
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,20,0.114286,0.120000,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,21,0.120000,0.125714,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,22,0.125714,0.131429,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,23,0.131429,0.137143,24,24,100.000000,0.133333
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,24,0.137143,0.142857,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,25,0.142857,0.148571,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,26,0.148571,0.154286,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,27,0.154286,0.160000,36,28,77.777778,0.155556
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,28,0.160000,0.165714,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,29,0.165714,0.171429,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,30,0.171429,0.177143,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,31,0.177143,0.182857,36,25,69.444444,0.177778
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,32,0.182857,0.188571,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,33,0.188571,0.194286,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,34,0.194286,0.200000,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,35,0.200000,0.205714,54,32,59.259259,0.200000
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,36,0.205714,0.211429,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,37,0.211429,0.217143,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,38,0.217143,0.222857,71,42,59.154930,0.222222
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,39,0.222857,0.228571,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,40,0.228571,0.234286,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,41,0.234286,0.240000,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,42,0.240000,0.245714,57,19,33.333333,0.244444
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,43,0.245714,0.251429,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,44,0.251429,0.257143,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,45,0.257143,0.262857,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,46,0.262857,0.268571,58,15,25.862069,0.266667
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,47,0.268571,0.274286,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,48,0.274286,0.280000,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,49,0.280000,0.285714,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,50,0.285714,0.291429,50,9,18.000000,0.288889
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,51,0.291429,0.297143,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,52,0.297143,0.302857,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,53,0.302857,0.308571,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,54,0.308571,0.314286,50,7,14.000000,0.311111
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,55,0.314286,0.320000,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,56,0.320000,0.325714,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,57,0.325714,0.331429,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,58,0.331429,0.337143,26,3,11.538462,0.333333
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,59,0.337143,0.342857,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,60,0.342857,0.348571,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,61,0.348571,0.354286,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,62,0.354286,0.360000,19,0,0.000000,0.355556
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,63,0.360000,0.365714,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,64,0.365714,0.371429,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,65,0.371429,0.377143,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,66,0.377143,0.382857,9,1,11.111111,0.377778
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,67,0.382857,0.388571,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,68,0.388571,0.394286,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,69,0.394286,0.400000,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,70,0.400000,0.405714,2,0,0.000000,0.400000
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,71,0.405714,0.411429,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,72,0.411429,0.417143,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,73,0.417143,0.422857,3,0,0.000000,0.422222
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,74,0.422857,0.428571,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,75,0.428571,0.434286,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,76,0.434286,0.440000,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,77,0.440000,0.445714,1,0,0.000000,0.444444
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,78,0.445714,0.451429,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,79,0.451429,0.457143,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,80,0.457143,0.462857,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,81,0.462857,0.468571,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,82,0.468571,0.474286,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,83,0.474286,0.480000,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,84,0.480000,0.485714,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,85,0.485714,0.491429,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,86,0.491429,0.497143,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,87,0.497143,0.502857,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,88,0.502857,0.508571,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,89,0.508571,0.514286,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,90,0.514286,0.520000,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,91,0.520000,0.525714,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,92,0.525714,0.531429,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,93,0.531429,0.537143,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,94,0.537143,0.542857,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,95,0.542857,0.548571,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,96,0.548571,0.554286,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,97,0.554286,0.560000,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,98,0.560000,0.565714,0,0,NA,NA
10N_Bipartite_Medium,10,Medium,results/evaluation_results/10N_Bipartite/run_old_1/Medium/samples.npy,512,99,0.565714,0.571429,0,0,NA,NA
10N_Bipartite_Sparse,10,Sparse,results/evaluation_results/10N_Bipartite/run_old_1/Sparse/samples.npy,256,0,0.000000,0.005714,0,0,NA,NA
10N_Bipartite_Sparse,10,Sparse,results/evaluation_results/10N_Bipartite/run_old_1/Sparse/samples.npy,256,1,0.005714,0.011429,0,0,NA,NA
10N_Bipartite_Sparse,10,Sparse,results/evaluation_results/10N_Bipartite/run_old_1/Sparse/samples.npy,256,2,0.011429,0.017143,0,0,NA,NA
10N_Bipartite_Sparse,10,Sparse,results/evaluation_results/10N_Bipartite/run_old_1/Sparse/samples.npy,256,3,0.017143,0.022857,0,0,NA,NA
10N_Bipartite_Sparse,10,Sparse,results/evaluation_results/10N_Bipartite/run_old_1/Sparse/samples.npy,256,4,0.022857,0.028571,0,0,NA,NA
10N_Bipartite_Sparse,10,Sparse,results/evaluation_results/10N_Bipartite/run_old_1/Sparse/samples.npy,256,5,0.028571,0.034286,0,0,NA,NA
10N_Bipartite_Sparse,10,Sparse,results/evaluation_results/10N_Bipartite/run_old_1/Sparse/samples.npy,256,6,0.034286,0.040000,0,0,NA,NA
10N_Bipartite_Sparse,10,Sparse,results/evaluation_results/10N_Bipartite/run_old_1/Sparse/samples.npy,256,7,0.040000,0.045714,1,1,100.000000,0.044444
10N_Bipartite_Sparse,10,Sparse,results/evaluation_results/10N_Bipartite/run_old_1/Sparse/samples.npy,256,8,0.045714,0.051429,0,0,NA,NA
10N_Bipartite_Sparse,10,Sparse,results/evaluation_results/10N_Bipartite/run_old_1/Sparse/samples.npy,256,9,0.051429,0.057143,0,0,NA,NA
10N_Bipartite_Sparse,10,Sparse,results/evaluation_results/10N_Bipartite/run_old_1/Sparse/samples.npy,256,10,0.057143,0.062857,0,0,NA,NA
10N_Bipartite_Sparse,10,Sparse,results/evaluation_results/10N_Bipartite/run_old_1/Sparse/samples.npy,256,11,0.062857,0.068571,5,5,100.000000,0.066667
